SMILES,MF
CO[Si](OC)(C(C)C)C(C)C,C8H20O2Si
CCO[Si](OCC)(OCC)OCC,C8H20O4Si
CCO[P](=S)(OCC)O[P](=S)(OCC)OCC,C8H20O5P2S2
CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,C8H20O7P2
CC[Pb](CC)(CC)CC,C8H20Pb
CC[Si](CC)(CC)CC,C8H20Si
CO[S]([O-])(=O)=O.C[N+](CCO)(CCO)CCO,C8H21NO7S
CCCCC(CC)CO.O[P](O)(O)=O,C8H21O5P
[Cl-].[Cl-].[NH3+]CCCCCCCC[NH3+],C8H22Cl2N2
NCCNCCNCCNCCN,C8H23N5
CN(C)[P](=O)(O[P](=O)(N(C)C)N(C)C)N(C)C,C8H24N4O3P2
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,C8H24O12P2S
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C8H24O2Si3
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C8H24O4Si4
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,C8H2Cl4N2
Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,C8H2Cl4O2
OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O,C8H2Cl4O4
Nc1c(I)c(C([O-])=O)c(I)c(C([O-])=O)c1I,C8H2I3NO4-2
FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1,C8H3Cl2F3N2
OC(=O)COC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,C8H3Cl5O3
[O-][N+](=O)c1cc(ccc1C#N)C(F)(F)F,C8H3F3N2O2
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(F)C(=C(F)C(=C2F)F)F)S1,C8H3F5N4O4S3
[O-][N+](=O)c1cccc(C#N)c1C#N,C8H3N3O2
ClC(=O)c1ccc(cc1)C(Cl)=O,C8H4Cl2O2
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,C8H4Cl4O3
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,C8H4F13I
FC1(F)Oc2cccc(C=O)c2O1,C8H4F2O3
N#CC1=C(C=CC=C1)C#N,C8H4N2
S=C=NC1=CC=CC(=C1)C#N,C8H4N2S
S=C=NC1=CC=CC(=C1)N=C=S,C8H4N2S2
[O-][N+](=O)c1cc2C(=O)NC(=O)Nc2c(c1)[N+]([O-])=O,C8H4N4O6
O=C1OC(=O)c2ccccc12,C8H4O3
Brc1ccc2COC(=O)c2c1,C8H5BrO2
OC(=O)c1ccc(C(O)=O)c(Br)c1,C8H5BrO4
OC(=O)CC1=C(Cl)C=CC(=C1Cl)Cl,C8H5Cl3O2
OC(=S)COC1=C(Cl)C=C(Cl)C(Cl)=C1,C8H5Cl3O2S
O=C(O)COC1=C(Cl)C=C(Cl)C=C1Cl,C8H5Cl3O3
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1)Cl,C8H5Cl3O3
OC(=O)COC1=C(Cl)C=C(Cl)C(=C1)Cl,C8H5Cl3O3
OC(=O)COc1c(Cl)ccc(Cl)c1Cl,C8H5Cl3O3
OC(=O)COC1=CC(=C(Cl)C(=C1)Cl)Cl,C8H5Cl3O3
OC(=O)COC1=C(Cl)C(=CC(=C1)Cl)Cl,C8H5Cl3O3
Fc1cc(Cl)ccc1CC#N,C8H5ClFN
Clc1ccc2COC(=O)c2c1,C8H5ClO2
OC(=O)c1cccc(Cl)c1C(O)=O,C8H5ClO4
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O
O=C(C1=CC=CC=C1)C(F)(F)F,C8H5F3O
OC(=O)c1ccccc1C(F)(F)F,C8H5F3O2
Ic1ccc2COC(=O)c2c1,C8H5IO2
[K+].OC(=O)c1ccccc1C([O-])=O,C8H5KO4
OC(=O)c1ccc(cc1)C#N,C8H5NO2
O=C1NC(=O)c2ccccc12,C8H5NO2
OC(=O)C1=CC(=CC=C1)C#N,C8H5NO2
OC(=O)C1=CC(=CC=C1)N=C=S,C8H5NO2S
OC(=O)C1=CC=C(C=C1)N=C=S,C8H5NO2S
O=C1Nc2ccccc2C(=O)O1,C8H5NO3
[O-][N+](=O)c1ccc2COC(=O)c2c1,C8H5NO4
OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,C8H5NO6
OC(=O)c1ccnc(C(O)=O)c1C(O)=O,C8H5NO6
OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O,C8H5NO6
OC(=O)c1cccc(C(O)=O)c1[N+]([O-])=O,C8H5NO6
OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,C8H5NO6
[Na+].OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O,C8H5NaO7S
C#Cc1ccccc1,C8H6
Brc1ccc(Br)c(C=C)c1,C8H6Br2
OC(=O)Cc1ccc(Cl)cc1Cl,C8H6Cl2O2
OC(=S)COC1=C(Cl)C=C(Cl)C=C1,C8H6Cl2O2S
OC(=O)COC1=C(Cl)C=CC(=C1)Cl,C8H6Cl2O3
COC1=C(C(O)=O)C(=CC=C1Cl)Cl,C8H6Cl2O3
OC(=O)COC1=C(Cl)C=CC=C1Cl,C8H6Cl2O3
OC(=O)COc1ccc(Cl)c(Cl)c1,C8H6Cl2O3
OC(=O)COc1cc(Cl)cc(Cl)c1,C8H6Cl2O3
OC(=O)COc1ccc(Cl)cc1Cl,C8H6Cl2O3
OC(=O)COc1cccc(Cl)c1Cl,C8H6Cl2O3
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,C8H6Cl4O2
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC(=C(Cl)C=C2)[N+]([O-])=O)S1,C8H6ClN5O6S3
Clc1ccc2CC(=O)Nc2c1,C8H6ClNO
OCN1C(=O)OC2=CC=C(Cl)C=C12,C8H6ClNO3
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,C8H6F3N3O4S2
Fc1cccc2CC(=O)Nc12,C8H6FNO
c1ccc2cnncc2c1,C8H6N2
c1ccc2nccnc2c1,C8H6N2
O=C1NC=Cc2cccnc12,C8H6N2O
Oc1cccc2ccnnc12,C8H6N2O
Oc1cncc2cccnc12,C8H6N2O
Oc1cccc2nccnc12,C8H6N2O
Oc1cccc2cncnc12,C8H6N2O
O=C1Nc2ccccc2NC1=O,C8H6N2O2
OC(=O)COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,C8H6N2O7
CSC(=O)c1cccc2nnsc12,C8H6N2OS2
[O-][N+](=O)C1=CC=C(O1)\C=N\N2CC(=O)NC2=O,C8H6N4O5
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,C8H6N4O5
OC(=O)CNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,C8H6N4O8
OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,C8H6N4O8
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1,C8H6N6O8S3
O=CC1=CC=CC=C1C=O,C8H6O2
O=C1OCc2ccccc12,C8H6O2
O=Cc1ccc(C=O)cc1,C8H6O2
O=CC(=O)C1=CC=CC=C1,C8H6O2
O=Cc1ccc2OCOc2c1,C8H6O3
OC(=O)C(=O)C1=CC=CC=C1,C8H6O3
OC(=O)c1cccc(C=O)c1O,C8H6O4
OC(=O)c1cccc(c1)C(O)=O,C8H6O4
OC(=O)c1cc(C=O)ccc1O,C8H6O4
OC(=O)c1ccc(cc1)C(O)=O,C8H6O4
OC(=O)c1ccccc1C(O)=O,C8H6O4
OC(=O)C1=CC=C(O)C(=C1)C(O)=O,C8H6O5
OC(=O)C1=C(O)C(=CC=C1)C(O)=O,C8H6O5
OC(=O)C1=CC=CC(=C1C(O)=O)O,C8H6O5
OC(=O)c1cc(O)cc(c1)C(O)=O,C8H6O5
OC(=O)c1ccc(c(c1)C(O)=O)[S](O)(=O)=O,C8H6O7S
s1ccc2ccccc12,C8H6S
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Br)C=C2)S1,C8H7BrN4O4S3
CC(=O)Oc1ccc(Br)cc1,C8H7BrO2
COC(=O)C1=CC(Br)=C(O)C=C1,C8H7BrO3
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,C8H7Cl2FN2O3
ClC(Cl)C(=O)Nc1ccccc1,C8H7Cl2NO
COC(=O)c1cc(Cl)cc(N)c1Cl,C8H7Cl2NO2
COc1cc(Cl)c(Cl)c(Cl)c1OC,C8H7Cl3O2
COC1=C(O)C(OC)=C(Cl)C(Cl)=C1Cl,C8H7Cl3O3
CC1=NC2=C(C=C(Cl)C=C2)[S](=O)(=O)N1,C8H7ClN2O2S
CC(=O)NC1=C(C=CC(=C1)Cl)[N+](=O)[O-],C8H7ClN2O3
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Cl)C=C2)S1,C8H7ClN4O4S3
OC(=O)COc1ccccc1Cl,C8H7ClO3
OC(=O)COc1ccc(Cl)cc1,C8H7ClO3
OC(=O)COc1cccc(Cl)c1,C8H7ClO3
COc1cc(C=O)cc(Cl)c1O,C8H7ClO3
COC(=O)c1ccc(O)c(Cl)c1,C8H7ClO3
Cc1cc(O)c(cc1Cl)C(O)=O,C8H7ClO3
O[C@@H](C(O)=O)c1ccccc1Cl,C8H7ClO3
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(I)C=C2)S1,C8H7IN4O4S3
COC(=O)c1ccc(O)c(I)c1,C8H7IO3
[NH]1C=CC2=C1C=CC=C2,C8H7N
N#CCc1ccccc1,C8H7N
NC1=NN=C(C2=CC=C(O)C=C2)O1,C8H7N3O2
[O-][N+](=O)C1=CC=C(N2CC2)C(=C1)[N+]([O-])=O,C8H7N3O4
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(N)=O,C8H7N3O5
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)[N+]([O-])=O)S1,C8H7N5O6S3
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)S1,C8H7N5O6S3
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC(=CC=C2)[N+]([O-])=O)S1,C8H7N5O6S3
CCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,C8H7N5O8
c1cC2C(=O)NC(=O)C2cc1,C8H7NO2
O=C1COc2ccccc2N1,C8H7NO2
Nc1ccc2COC(=O)c2c1,C8H7NO2
OC(=O)C(=O)Nc1ccccc1,C8H7NO3
CC(=O)Oc1ccc(cc1)[N+]([O-])=O,C8H7NO4
COC(=O)C1=CC=C(C=C1)[N+](=O)[O-],C8H7NO4
Cc1ccc(cc1[N+]([O-])=O)C(O)=O,C8H7NO4
CC(=O)Oc1ccccc1[N+]([O-])=O,C8H7NO4
OCc1c2OCOc2ccc1[N+]([O-])=O,C8H7NO5
OC(=O)COc1ccccc1[N+]([O-])=O,C8H7NO5
C1OC2=C(O1)C=C(C(=C2)CO)[N+](=O)[O-],C8H7NO5
COc1ccc(cc1[N+]([O-])=O)C(O)=O,C8H7NO5
COc1cc(C=O)cc(c1O)[N+]([O-])=O,C8H7NO5
S=C=NCc1ccccc1,C8H7NS
Cc1ccc(cc1)N=C=S,C8H7NS
CSc1sc2ccccc2n1,C8H7NS2
[Na+].[O-]C(=O)COc1ccccc1,C8H7NaO3
[Na+].COC(=O)c1ccc([O-])cc1,C8H7NaO3
[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,C8H7NaO3S
[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,C8H7NaO4
C=Cc1ccccc1,C8H8
CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,C8H8BrCl2O3PS
O=C(Nc(ccc(c1)Br)c1)C,C8H8BrNO
CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,C8H8Cl2IO3PS
Cc1cc(O)c(Cl)c(C)c1Cl,C8H8Cl2O
COc1cc(Cl)c(Cl)cc1OC,C8H8Cl2O2
COc1cc(Cl)c(OC)cc1Cl,C8H8Cl2O2
COC1=C(Cl)C=C(Cl)C(OC)=C1O,C8H8Cl2O3
O[S](=O)(=O)OCCOc1ccc(Cl)cc1Cl,C8H8Cl2O5S
N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl,C8H8Cl3N3O4S2
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,C8H8Cl3O3PS
O=C(Nc(ccc(c1)Cl)c1)C,C8H8ClNO
CC(=O)Nc1ccccc1Cl,C8H8ClNO
CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O,C8H8ClNO3S
COc1cc(c(OC)cc1Cl)[N+]([O-])=O,C8H8ClNO4
S1(=O)(=O)NCNc2c1cc(S(=O)(N)=O)c(c2)C(F)(F)F,C8H8F3N3O4S2
O=C(Nc(ccc(c1)F)c1)C,C8H8FNO
CC(=O)O[Hg]c1ccccc1,C8H8HgO2
O=C(Nc(ccc(c1)I)c1)C,C8H8INO
Cc1[nH]c2ccccc2n1,C8H8N2
NC(=O)c1ccccc1C(N)=O,C8H8N2O2
COC1=C(C#N)C(=O)N(C)C=C1,C8H8N2O2
COC(=O)c1sc(N)c(C#N)c1C,C8H8N2O2S
O=C(Nc(ccc(c1)N(=O)=O)c1)C,C8H8N2O3
CC(=O)Nc1ccccc1[N+]([O-])=O,C8H8N2O3
NNC(=O)C1=CC2=C(C=C1)OCO2,C8H8N2O3
C=CC1(C=C)C(=O)NC(=O)NC1=O,C8H8N2O3
CN(C(=O)C1=CC=C(C=C1)[N+](=O)[O-])O,C8H8N2O4
CONC(=O)C1=CC=C(C=C1)[N+](=O)[O-],C8H8N2O4
COc1ccc2NC(=S)Nc2c1,C8H8N2OS
Cc1cccc2NC(=S)Nc12,C8H8N2S
CC1=NC2=C(N=CN=C2)N=C1C,C8H8N4
NNC1=NN=CC2=C1C=CC=C2,C8H8N4
NC1=NC(=O)NN1C1=CC=CC=C1,C8H8N4O
NC1=NC(=O)N(C2=CC=CC=C2)N1,C8H8N4O
CC1=NC2=C(N=C1C)C(=O)NC=N2,C8H8N4O
CN1C(=O)C(=Nc2cncnc12)C,C8H8N4O
CCC(=O)[N]1N=CC2=C1N=CNC2=O,C8H8N4O2
CN1C(=O)N(C)c2nccnc2C1=O,C8H8N4O2
CC(=O)OCSC1=NC=NC2=C1N=C[NH]2,C8H8N4O2S
Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2,C8H8N4O2S2
CC(=O)OC[N]1N=CC2=C1N=CNC2=O,C8H8N4O3
[O-][N+](=O)c1oc(cc1)\C=N\N2CCNC2=O,C8H8N4O4
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=CC=C2)S1,C8H8N4O4S3
CCNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,C8H8N4O6
NC(N)=Nc1sc2ccccc2n1,C8H8N4S
CC(=O)c1ccccc1,C8H8O
Cc1ccc(C=O)cc1,C8H8O
C1OC1c2ccccc2,C8H8O
CC(=O)Oc1ccccc1,C8H8O2
COc1ccc(C=O)cc1,C8H8O2
O=C(O)Cc(cccc1)c1,C8H8O2
CC1=CC=C(C=C1)C(O)=O,C8H8O2
Cc1ccccc1C(O)=O,C8H8O2
O=COCc1ccccc1,C8H8O2
CC(=O)c1ccc(O)cc1,C8H8O2
COC(=O)c1ccccc1,C8H8O2
Cc1cccc(c1)C(O)=O,C8H8O2
COC(=O)c1ccc(O)cc1,C8H8O3
OC(=O)Cc1ccc(O)cc1,C8H8O3
CC1=CC=CC(=C1C(O)=O)O,C8H8O3
O[C@H](C(O)=O)c1ccccc1,C8H8O3
O=C1OC(=O)C2CC=CCC12,C8H8O3
COc1cc(C=O)ccc1O,C8H8O3
CC1=CC=CC(=C1O)C(O)=O,C8H8O3
COC(=O)c1ccccc1O,C8H8O3
OC(=O)Cc1cccc(O)c1,C8H8O3
OC(C(O)=O)c1ccccc1,C8H8O3
COc1ccc(C=O)cc1O,C8H8O3
OC(=O)COc1ccccc1,C8H8O3
O[C@@H](C(O)=O)c1ccccc1,C8H8O3
OCc1ccccc1C(O)=O,C8H8O3
COc1ccc(cc1)C(O)=O,C8H8O3
Cc1ccc(C(O)=O)c(O)c1,C8H8O3
COC1=CC(=CC=C1)C(O)=O,C8H8O3
COC1=CC=CC=C1C(O)=O,C8H8O3
CC1=CC(=C(O)C=C1)C(O)=O,C8H8O3
OC(=O)Cc1cc(O)ccc1O,C8H8O4
CC(=O)c1cc(O)c(O)c(O)c1,C8H8O4
CC(=O)C1C(=O)OC(=CC1=O)C,C8H8O4
CC(=O)c1ccc(O)c(O)c1O,C8H8O4
COc1cc(ccc1O)C(O)=O,C8H8O4
Cc1cc(O)c(C(O)=O)c(O)c1,C8H8O4
COC(=O)c1cc(O)c(O)c(O)c1,C8H8O5
COS(=O)(=O)C1=CC=C(C(=O)O)C=C1,C8H8O5S
CCc1ccccc1Br,C8H9Br
BrCCc1ccccc1,C8H9Br
Cc1ccccc1CCl,C8H9Cl
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,C8H9ClNO5PS
CO[P](=S)(OC)OC1=C(Cl)C=C(C=C1)[N+]([O-])=O,C8H9ClNO5PS
Cc1cc(Cl)cc(C)c1O,C8H9ClO
CC1=C(Cl)C(=CC(=C1)O)C,C8H9ClO
COc1ccc(OC)c(Cl)c1,C8H9ClO2
COC1=CC=C(Cl)C(OC)=C1O,C8H9ClO3
CCCC(=O)N1C(=O)NC=C(F)C1=O,C8H9FN2O3
O=C1NC(=O)N(C2CCCO2)C=C1F,C8H9FN2O3
CCC(=O)OCN1C=C(F)C(=O)NC1=O,C8H9FN2O4
CCC(=O)OCN1C(=O)NC=C(F)C1=O,C8H9FN2O4
CCOC(=O)OCN1C(=O)NC=C(F)C1=O,C8H9FN2O5
C1Cc2ccccc2N1,C8H9N
Cc1cc2NC(=O)Nc2cc1N,C8H9N3O
CN(C)C1=NC2=C(C=NC=N2)N=C1,C8H9N5
CN(C)c1ncnc2nccnc12,C8H9N5
CN(C)c1ncc2nccnc2n1,C8H9N5
NC1=CC=CC(=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,C8H9N5O4S3
NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,C8H9N5O4S3
c1ccc(N)cc1C(=O)C,C8H9NO
CC(=O)c1ccc(N)cc1,C8H9NO
CN(C=O)c1ccccc1,C8H9NO
O=C(Nc(cccc1)c1)C,C8H9NO
COC(=O)c1ccc(N)cc1,C8H9NO2
COc1ccccc1C(N)=O,C8H9NO2
O=C1NC(=O)C2=C1CCCC2,C8H9NO2
O=C1NC(=O)C2CC=CCC12,C8H9NO2
CCc1ccccc1[N+]([O-])=O,C8H9NO2
CCOC(=O)c1cccnc1,C8H9NO2
Cc1ccc(C(N)=O)c(O)c1,C8H9NO2
OCNC(=O)C1=CC=CC=C1,C8H9NO2
COC(=O)c1ccccc1N,C8H9NO2
Cc1cccc(c1C)[N+]([O-])=O,C8H9NO2
CC(=O)NC1=CC=CC(=C1)O,C8H9NO2
Cc1ccc(cc1C)[N+]([O-])=O,C8H9NO2
CC(=O)NC1=C(O)C=CC=C1,C8H9NO2
NC(=O)OCC1=CC=CC=C1,C8H9NO2
COC1=CC=C(C=C1)C(N)=O,C8H9NO2
Cc1ccc(c(C)c1)[N+]([O-])=O,C8H9NO2
COC1=CC=CC(=C1)C(N)=O,C8H9NO2
CNc1ccccc1C(O)=O,C8H9NO2
CC(=O)Nc1ccc(O)cc1,C8H9NO2
c1ccccc1(OC(=O)NC),C8H9NO2
[NH3+][C@@H](C([O-])=O)c1ccccc1,C8H9NO2
C=C[S](=O)(=O)Nc1ccccc1,C8H9NO2S
NC(C(=O)O)C1=CC=C(O)C=C1,C8H9NO3
O=C(O)CCN1C=CC=CC1=O,C8H9NO3
Cc1ncc(CO)c(C=O)c1O,C8H9NO3
COc1c(N)c(C=O)ccc1O,C8H9NO3
COc1ccc(OC)c(c1)[N+]([O-])=O,C8H9NO4
CC1=C(CCC(O)=O)C(=O)NC1=O,C8H9NO4
OCCc1ccc(O)c(c1)[N+]([O-])=O,C8H9NO4
Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O,C8H9NO4S
OCNC(=S)C1=CC=CC=C1,C8H9NOS
CO[P]1(=S)OCc2ccccc2O1,C8H9O3PS
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(cc2)N=Nc3ccc(\C=C\c4ccc(cc4[S]([O-])(=O)=O)N=Nc5ccc(cc5)N=Nc6ccc(cc6)[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O.[O-][S](=O)(=O)c7ccc(cc7)N=Nc8ccc(cc8)N=Nc9ccc(/C=C/c%10ccc(cc%10[S]([O-])(=O)=O)N=Nc%11ccc(\C=C\c%12ccc(cc%12[S]([O-])(=O)=O)N=Nc%13ccc(cc%13)N=Nc%14ccc(cc%14)[S]([O-])(=O)=O)c(c%11)[S]([O-])(=O)=O)c(c9)[S]([O-])(=O)=O,C90H56N18Na10O30S10
CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC\C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC.CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,C93H174O10
COc1ccc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)C(C)=O)cc1.COc5ccc(NC(=O)C(N=Nc6ccc(cc6Cl)c7ccc(N=NC(C(C)=O)C(=O)Nc8ccc(OC)cc8)c(Cl)c7)C(C)=O)cc5.CC(=O)C(N=Nc9ccc(cc9Cl)c%10ccc(N=NC(C(C)=O)C(=O)Nc%11ccccc%11)c(Cl)c%10)C(=O)Nc%12ccccc%12,C99H84Cl6N18O15
FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C9F21N
Cc1cccc(C=C)c1,C9H10
Cc1ccc(C=C)cc1,C9H10
C1Cc2ccccc2C1,C9H10
CC(=C)c1ccccc1,C9H10
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,C9H10BrClN2O2
CC(=O)Nc1ccc(Br)cc1C,C9H10BrNO
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,C9H10Cl2N2O
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,C9H10Cl2N2O2
CO[P](=O)(OC)SCN1C(=O)OC2=CC(=CN=C12)Cl,C9H10ClN2O5PS
[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,C9H10ClN5O2
CC(=O)Nc1ccc(Cl)cc1C,C9H10ClNO
CN(C)C(=O)C1=CC=C(Cl)C=C1,C9H10ClNO
CC(Nc1ccccc1Cl)C(O)=O,C9H10ClNO2
Cc1c(CO)nccc1OCC(F)(F)F,C9H10F3NO2
CC(=O)Nc1ccc(C)cc1F,C9H10FNO
CC(=O)Nc1ccc(F)cc1C,C9H10FNO
O=C1CCN(N1)c2ccccc2,C9H10N2O
CC(=NO)C(=NO)C1=CC=CC=C1,C9H10N2O2
NC(=O)SCC(=O)Nc1ccccc1,C9H10N2O2S
CC(=O)OC1=CC=C(NC(N)=O)C=C1,C9H10N2O3
CN(C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-],C9H10N2O3
C=CCOC1=C(C=C(C=C1)[N+](=O)[O-])N,C9H10N2O3
CCOC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,C9H10N2O3S2
CN(C)C1=CC=C(C=C1)N=C=S,C9H10N2S
Cc1ncc2nc(C)c(C)nc2n1,C9H10N4
CN1C(=O)NC(=O)c2nc(C)c(C)nc12,C9H10N4O2
CCCC(=O)[N]1N=CC2=C1N=CNC2=O,C9H10N4O2
CCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,C9H10N4O2S
Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,C9H10N4O2S2
CN1C=NC2=C(N(C)C(=O)N(C)C2=O)C1=O,C9H10N4O3
CN1C(=O)N(C)C2=C([N](C=N2)C(C)=O)C1=O,C9H10N4O3
COC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,C9H10N4O4
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)CC2=CC=CC=C2)S1,C9H10N4O4S3
CC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,C9H10N4O4S3
COC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,C9H10N4O5S3
CO[P](=S)(OC)Oc1ccc(cc1)C#N,C9H10NO3PS
Oc1ccc2CCCc2c1,C9H10O
CCC(=O)c1ccccc1,C9H10O
Cc1ccc(C=O)cc1C,C9H10O
C1OC1COc2ccccc2,C9H10O2
CC(=O)OCc1ccccc1,C9H10O2
OC(=O)CCc1ccccc1,C9H10O2
CCC(=O)c1ccc(O)cc1,C9H10O2
CC1=C(C)C=C(C=C1)C(O)=O,C9H10O2
COC(=O)Cc1ccccc1,C9H10O2
CC1=CC(=C(C)C=C1)C(O)=O,C9H10O2
CCOC(=O)c1ccccc1,C9H10O2
CC1=CC(=C(C=C1)C(O)=O)C,C9H10O2
COCC(=O)c1ccccc1,C9H10O2
CC=Cc1ccc(O)c(O)c1,C9H10O2
CCC1=CC=C(C=C1)C(O)=O,C9H10O2
Oc1ccc(CC=C)cc1O,C9H10O2
COc1cccc(c1)C(C)=O,C9H10O2
COC(=O)c1ccc(C)cc1,C9H10O2
COC(=O)c1ccccc1C,C9H10O2
CC(=O)C(O)c1ccccc1,C9H10O2
OC(=O)C(S)CC1=CC=CC=C1,C9H10O2S
CCOC(=O)C1=CC=C(O)C=C1,C9H10O3
Cc1ccccc1OCC(O)=O,C9H10O3
CC1C=CCC2C1C(=O)OC2=O,C9H10O3
CCOc1cc(C=O)ccc1O,C9H10O3
Cc1ccc(OCC(O)=O)cc1,C9H10O3
COc1cc(ccc1O)C(C)=O,C9H10O3
OCC(C(O)=O)c1ccccc1,C9H10O3
COc1ccc(C=O)cc1OC,C9H10O3
CC(O)(C(O)=O)c1ccccc1,C9H10O3
CC1=CCC2C(C1)C(=O)OC2=O,C9H10O3
COC(=O)C1=CC=C(OC)C=C1,C9H10O3
COc1cc(C=O)c(C)cc1O,C9H10O3
COc1ccc(OC)c(C=O)c1,C9H10O3
COc1c(C)c(C=O)ccc1O,C9H10O3
CCOc1ccc(cc1)C(O)=O,C9H10O3
COC1=CC=CC(C(=O)O)=C1OC,C9H10O4
OC(C(O)c1ccccc1)C(O)=O,C9H10O4
COC1=C(O)C=CC(C(=O)CO)=C1,C9H10O4
OCCOC(=O)c1ccccc1O,C9H10O4
COCOC(=O)c1ccccc1O,C9H10O4
CCOC(=O)c1ccc(O)c(O)c1,C9H10O4
CC(C(=O)O)S(=O)(=O)C1=CC=CC=C1,C9H10O4S
COC(=O)C[S](=O)(=O)c1ccccc1,C9H10O4S
